Component,Arxiu,Tag,Linia,Chivatos,Num Fills,Atributs Extra,Classes CSS
App.jsx,src/App.jsx,div,180,OK,13,style,
App.jsx,src/App.jsx,header,181,OK,5,style,
App.jsx,src/App.jsx,div,182,OK,5,,
App.jsx,src/App.jsx,h1,183,OK,1,style,
App.jsx,src/App.jsx,div,184,OK,1,style,
App.jsx,src/App.jsx,div,187,OK,5,style,
App.jsx,src/App.jsx,button,188,OK,3,onClick disabled style title,
App.jsx,src/App.jsx,div,204,OK,5,style,
App.jsx,src/App.jsx,div,205,OK,3,,
App.jsx,src/App.jsx,strong,205,OK,1,,
App.jsx,src/App.jsx,div,206,OK,3,,
App.jsx,src/App.jsx,strong,206,OK,1,,
App.jsx,src/App.jsx,main,211,OK,9,style,
App.jsx,src/App.jsx,section,213,OK,5,,
App.jsx,src/App.jsx,h2,214,OK,1,style,
App.jsx,src/App.jsx,p,215,OK,1,,
App.jsx,src/App.jsx,section,219,OK,5,style,
App.jsx,src/App.jsx,h3,220,OK,1,style,
App.jsx,src/App.jsx,pre,221,OK,3,style,
App.jsx,src/App.jsx,PwaUpdater,228,OK,0,registration,
App.jsx,src/App.jsx,VisorNano,229,FANTASMA_BUIT,0,,
App.jsx,src/App.jsx,footer,231,OK,3,style,
App.jsx,src/App.jsx,div,232,WRAPPER_INUTIL,1,,
AppRouter.jsx,src/AppRouter.jsx,div,7,OK,1,,p-4
AppRouter.jsx,src/AppRouter.jsx,div,8,OK,1,,p-4
AppRouter.jsx,src/AppRouter.jsx,div,9,OK,1,,p-4
AppRouter.jsx,src/AppRouter.jsx,div,10,OK,2,,p-4
AppRouter.jsx,src/AppRouter.jsx,div,11,OK,1,,p-4
AppRouter.jsx,src/AppRouter.jsx,div,12,OK,1,,p-4
AppRouter.jsx,src/AppRouter.jsx,Routes,16,OK,3,,
AppRouter.jsx,src/AppRouter.jsx,Route,17,OK,21,path element,
AppRouter.jsx,src/AppRouter.jsx,AppShell,17,FANTASMA_BUIT,0,,
AppRouter.jsx,src/AppRouter.jsx,Route,19,OK,0,index element,
AppRouter.jsx,src/AppRouter.jsx,Navigate,19,OK,0,to replace,
AppRouter.jsx,src/AppRouter.jsx,Route,21,OK,0,path element,
AppRouter.jsx,src/AppRouter.jsx,MurFeed,21,FANTASMA_BUIT,0,,
AppRouter.jsx,src/AppRouter.jsx,Route,22,OK,0,path element,
AppRouter.jsx,src/AppRouter.jsx,Mercat,22,FANTASMA_BUIT,0,,
AppRouter.jsx,src/AppRouter.jsx,Route,23,OK,0,path element,
AppRouter.jsx,src/AppRouter.jsx,XatGlobal,23,FANTASMA_BUIT,0,,
AppRouter.jsx,src/AppRouter.jsx,Route,26,OK,5,path element,
AppRouter.jsx,src/AppRouter.jsx,AdminGuard,26,FANTASMA_BUIT,0,,
AppRouter.jsx,src/AppRouter.jsx,Route,27,OK,0,path element,
AppRouter.jsx,src/AppRouter.jsx,Moderacio,27,FANTASMA_BUIT,0,,
AppRouter.jsx,src/AppRouter.jsx,Route,28,OK,0,path element,
AppRouter.jsx,src/AppRouter.jsx,ConfigMas,28,FANTASMA_BUIT,0,,
AppShell.jsx,src/AppShell.jsx,div,6,OK,1,,bg-orange-600 text-white p-2 text-center text-sm font-bold tracking-widest z-10
AppShell.jsx,src/AppShell.jsx,div,10,OK,9,,min-h-screen flex flex-col bg-slate-100 text-slate-900 relative overflow-hidden
AppShell.jsx,src/AppShell.jsx,BrandBar,11,FANTASMA_BUIT,0,,
AppShell.jsx,src/AppShell.jsx,div,13,OK,13,,flex flex-1 overflow-hidden relative z-0
AppShell.jsx,src/AppShell.jsx,NavigationRail,15,FANTASMA_BUIT,0,,
AppShell.jsx,src/AppShell.jsx,main,18,OK,3,,flex-1 overflow-auto bg-slate-50 pt-6 px-4 md:px-8 pb-20 focus:outline-none relative z-10 shadow-inner
AppShell.jsx,src/AppShell.jsx,div,22,OK,5,,max-w-5xl mx-auto h-full
AppShell.jsx,src/AppShell.jsx,Outlet,23,FANTASMA_BUIT,0,,
AppShell.jsx,src/AppShell.jsx,aside,28,OK,3,,hidden xl:block w-80 border-l border-orange-500/20 bg-white/70 overflow-auto z-10
AppShell.jsx,src/AppShell.jsx,div,29,OK,1,,p-4 font-semibold text-slate-700
AppShell.jsx,src/AppShell.jsx,div,34,OK,0,,absolute inset-0 pointer-events-none z-50
AppLayout.test.jsx,src/__tests__/accessibility/AppLayout.test.jsx,AppLayout,14,OK,3,routeService authAdapter themeAdapter,
AppLayout.test.jsx,src/__tests__/accessibility/AppLayout.test.jsx,div,15,OK,1,data-testid style,
AppLayout.test.jsx,src/__tests__/accessibility/AppLayout.test.jsx,AppLayout,25,OK,3,routeService authAdapter themeAdapter,
AppLayout.test.jsx,src/__tests__/accessibility/AppLayout.test.jsx,div,26,OK,1,data-testid style,
AppShell.test.jsx,src/__tests__/accessibility/AppShell.test.jsx,AppShell,15,OK,3,authProps navProps themeProps routeService,
AppShell.test.jsx,src/__tests__/accessibility/AppShell.test.jsx,div,16,WRAPPER_INUTIL,1,,
AppShell.test.jsx,src/__tests__/accessibility/AppShell.test.jsx,AppShell,26,OK,3,authProps navProps themeProps routeService,
AppShell.test.jsx,src/__tests__/accessibility/AppShell.test.jsx,div,27,WRAPPER_INUTIL,1,,
AppShell.test.jsx,src/__tests__/components/AppShell.test.jsx,AppShell,14,OK,0,onAction,
AppShell.test.jsx,src/__tests__/components/AppShell.test.jsx,AppShell,22,OK,0,onAction,
AppShell.test.jsx,src/__tests__/components/AppShell.test.jsx,AppShell,30,OK,0,onAction,
Bars.test.jsx,src/__tests__/components/Bars.test.jsx,BrandBar,19,FANTASMA_BUIT,0,,
Bars.test.jsx,src/__tests__/components/Bars.test.jsx,ActionBar,20,FANTASMA_BUIT,0,,
UniversalHeader.test.jsx,src/__tests__/components/UniversalHeader.test.jsx,button,6,OK,1,onClick,
UniversalHeader.test.jsx,src/__tests__/components/UniversalHeader.test.jsx,UniversalHeader,15,FANTASMA_BUIT,0,,
UniversalHeader.test.jsx,src/__tests__/components/UniversalHeader.test.jsx,UniversalHeader,22,FANTASMA_BUIT,0,,
AppShell.integration.test.jsx,src/__tests__/integration/AppShell.integration.test.jsx,BrowserRouter,25,OK,3,,
AppShell.integration.test.jsx,src/__tests__/integration/AppShell.integration.test.jsx,AppLayout,26,OK,3,,
AppShell.integration.test.jsx,src/__tests__/integration/AppShell.integration.test.jsx,div,27,OK,1,data-testid,
App.jsx,src/app/App.jsx,SystemRoutes,40,FANTASMA_BUIT,0,,
App.jsx,src/app/App.jsx,AppLayout,45,FANTASMA_BUIT,0,,
App.jsx,src/app/App.jsx,GlobalModals,46,FANTASMA_BUIT,0,,
App.jsx,src/app/App.jsx,SEO,190,FANTASMA_BUIT,0,,
App.jsx,src/app/App.jsx,AntiTsunamiSync,191,FANTASMA_BUIT,0,,
App.jsx,src/app/App.jsx,ErrorBoundary,192,OK,3,fallbackMessage,
App.jsx,src/app/App.jsx,OfflineGate,193,OK,3,,
App.jsx,src/app/App.jsx,LocalFirstGate,194,OK,3,,
App.jsx,src/app/App.jsx,AuthGate,195,OK,3,,
App.jsx,src/app/App.jsx,LayoutBoundary,196,FANTASMA_BUIT,0,,
AppSkeleton.jsx,src/app/AppSkeleton.jsx,div,10,OK,13,style,
AppSkeleton.jsx,src/app/AppSkeleton.jsx,div,12,OK,0,style,
AppSkeleton.jsx,src/app/AppSkeleton.jsx,div,13,OK,0,style,
AppSkeleton.jsx,src/app/AppSkeleton.jsx,div,14,OK,0,style,
AppSkeleton.jsx,src/app/AppSkeleton.jsx,div,17,OK,3,style,
AppSkeleton.jsx,src/app/AppSkeleton.jsx,div,25,ESTILS_MESCLATS,0,key style,skeleton-card
Masia.jsx,src/app/Masia.jsx,div,11,OK,5,style,
Masia.jsx,src/app/Masia.jsx,h2,12,OK,1,,
Masia.jsx,src/app/Masia.jsx,pre,13,OK,1,,
Masia.jsx,src/app/Masia.jsx,div,23,ESTILS_MESCLATS,9,style,masia-contenidor
Masia.jsx,src/app/Masia.jsx,header,25,ESTILS_MESCLATS,5,style,capcalera-masia
Masia.jsx,src/app/Masia.jsx,h1,26,OK,1,,
Masia.jsx,src/app/Masia.jsx,div,27,OK,1,,estat-connexio
Masia.jsx,src/app/Masia.jsx,main,31,OK,3,style,
Masia.jsx,src/app/Masia.jsx,Suspense,32,OK,3,fallback,
Masia.jsx,src/app/Masia.jsx,MasiaEsquelet,32,FANTASMA_BUIT,0,,
Masia.jsx,src/app/Masia.jsx,MurDeTargetes,33,OK,0,dades,
SystemGuardian.jsx,src/app/SystemGuardian.jsx,div,62,OK,5,role aria-live,avisador-efímer trellat-entrar
SystemGuardian.jsx,src/app/SystemGuardian.jsx,span,63,OK,3,,
SystemGuardian.jsx,src/app/SystemGuardian.jsx,strong,63,OK,1,,
SystemGuardian.jsx,src/app/SystemGuardian.jsx,button,64,OK,1,onClick aria-label,tancar-avisador
iaiesMundialsMap.jsx,src/app/config/iaiesMundialsMap.jsx,Eye,14,OK,0,size,text-green-500
iaiesMundialsMap.jsx,src/app/config/iaiesMundialsMap.jsx,BrainCircuit,28,OK,0,size,text-orange-500
iaiesMundialsMap.jsx,src/app/config/iaiesMundialsMap.jsx,Ear,42,OK,0,size,text-yellow-500
iaiesMundialsMap.jsx,src/app/config/iaiesMundialsMap.jsx,BrainCircuit,56,OK,0,size,text-cyan-500
iaiesMundialsMap.jsx,src/app/config/iaiesMundialsMap.jsx,Code2,70,OK,0,size,text-indigo-500
iaiesMundialsMap.jsx,src/app/config/iaiesMundialsMap.jsx,Sparkles,84,OK,0,size,text-pink-500
iaiesMundialsMap.jsx,src/app/config/iaiesMundialsMap.jsx,BrainCircuit,96,OK,0,size,text-blue-400
iaiesMundialsMap.jsx,src/app/config/iaiesMundialsMap.jsx,Sparkles,110,OK,0,size,text-violet-500
iaiesMundialsMap.jsx,src/app/config/iaiesMundialsMap.jsx,Layers,124,OK,0,size,text-purple-500
iaiesMundialsMap.jsx,src/app/config/iaiesMundialsMap.jsx,Network,138,OK,0,size,text-blue-500
iaiesMundialsMap.jsx,src/app/config/iaiesMundialsMap.jsx,Terminal,152,OK,0,size,text-gray-700 dark:text-gray-300
iaiesMundialsMap.jsx,src/app/config/iaiesMundialsMap.jsx,Palette,166,OK,0,size,text-pink-400
iaiesMundialsMap.jsx,src/app/config/iaiesMundialsMap.jsx,Globe,180,OK,0,size,text-teal-500
entry.jsx,src/app/entry.jsx,ErrorBoundary,102,OK,3,fallbackMessage,
entry.jsx,src/app/entry.jsx,SystemGuardian,103,OK,3,,
entry.jsx,src/app/entry.jsx,QueryProvider,104,OK,3,,
entry.jsx,src/app/entry.jsx,HelmetProvider,105,OK,3,,
entry.jsx,src/app/entry.jsx,BrowserRouter,106,OK,3,,
entry.jsx,src/app/entry.jsx,DesignProvider,107,OK,3,,
entry.jsx,src/app/entry.jsx,ThemeProvider,108,OK,3,,
entry.jsx,src/app/entry.jsx,I18nProvider,109,OK,3,,
entry.jsx,src/app/entry.jsx,RealmProvider,110,OK,3,,
entry.jsx,src/app/entry.jsx,AuthProvider,111,OK,3,,
entry.jsx,src/app/entry.jsx,SocialProvider,112,OK,3,,
entry.jsx,src/app/entry.jsx,CartProvider,113,OK,3,,
entry.jsx,src/app/entry.jsx,NavigationProvider,114,OK,3,,
entry.jsx,src/app/entry.jsx,ModalProvider,115,OK,3,,
entry.jsx,src/app/entry.jsx,ToastProvider,116,OK,3,,
entry.jsx,src/app/entry.jsx,VersionGatekeeper,117,OK,3,,
entry.jsx,src/app/entry.jsx,SafeShell,118,OK,5,,
entry.jsx,src/app/entry.jsx,PwaUpdater,119,FANTASMA_BUIT,0,,
entry.jsx,src/app/entry.jsx,App,120,FANTASMA_BUIT,0,,
QueryProvider.jsx,src/app/providers/QueryProvider.jsx,QueryClientProvider,19,OK,3,client,
BrasaButton.jsx,src/components/BrasaButton.jsx,div,40,OK,3,ref role aria-label,inline-block group
BrasaButton.jsx,src/components/BrasaButton.jsx,button,41,OK,3,onClick onMouseEnter,px-4 py-2 rounded bg-orange-500 hover:bg-orange-600 text-white font-semibold transition-colors
ClauerDeLaTerreta.jsx,src/components/ClauerDeLaTerreta.jsx,div,37,OK,9,,max-w-2xl mx-auto bg-amber-50 dark:bg-neutral-900 p-8 rounded-[var(--radius-mestre;2rem)] shadow-2xl border border-amber-200 dark:border-neutral-800 isolate
ClauerDeLaTerreta.jsx,src/components/ClauerDeLaTerreta.jsx,div,38,OK,5,,flex items-center gap-4 mb-8
ClauerDeLaTerreta.jsx,src/components/ClauerDeLaTerreta.jsx,div,39,OK,3,,w-16 h-16 bg-amber-200 dark:bg-amber-900/30 text-amber-700 dark:text-[var(--sdp-taronja)] rounded-2xl flex items-center justify-center shadow-inner
ClauerDeLaTerreta.jsx,src/components/ClauerDeLaTerreta.jsx,KeyRound,40,OK,0,size strokeWidth,
ClauerDeLaTerreta.jsx,src/components/ClauerDeLaTerreta.jsx,div,42,OK,5,,
ClauerDeLaTerreta.jsx,src/components/ClauerDeLaTerreta.jsx,h2,43,OK,1,,text-2xl font-black uppercase tracking-widest text-amber-900 dark:text-amber-500
ClauerDeLaTerreta.jsx,src/components/ClauerDeLaTerreta.jsx,p,44,OK,1,,text-amber-700/80 dark:text-neutral-400 font-medium mt-1
ClauerDeLaTerreta.jsx,src/components/ClauerDeLaTerreta.jsx,div,49,OK,5,,bg-red-100 dark:bg-red-900/20 text-red-700 dark:text-red-400 px-4 py-3 rounded-xl flex items-start gap-3 mb-6 animate-in slide-in-from-top-2
ClauerDeLaTerreta.jsx,src/components/ClauerDeLaTerreta.jsx,AlertTriangle,50,OK,0,size,shrink-0 mt-0.5
ClauerDeLaTerreta.jsx,src/components/ClauerDeLaTerreta.jsx,p,51,OK,1,,font-bold text-sm
ClauerDeLaTerreta.jsx,src/components/ClauerDeLaTerreta.jsx,div,55,OK,3,,bg-white dark:bg-neutral-800 p-6 rounded-2xl shadow-sm border border-neutral-200 dark:border-neutral-700 mb-8
ClauerDeLaTerreta.jsx,src/components/ClauerDeLaTerreta.jsx,div,56,OK,3,,grid grid-cols-2 md:grid-cols-3 lg:grid-cols-4 gap-4
ClauerDeLaTerreta.jsx,src/components/ClauerDeLaTerreta.jsx,div,58,OK,5,key,relative
ClauerDeLaTerreta.jsx,src/components/ClauerDeLaTerreta.jsx,span,59,CSS_EXCESSIU,3,,absolute -top-2 -left-2 w-5 h-5 bg-neutral-200 dark:bg-neutral-700 text-neutral-600 dark:text-neutral-400 text-[10px] font-black rounded-full flex items-center justify-center z-10 border-2 border-white dark:border-neutral-800
ClauerDeLaTerreta.jsx,src/components/ClauerDeLaTerreta.jsx,input,62,CSS_EXCESSIU,0,type value onChange placeholder autoComplete spellCheck,w-full bg-neutral-50 dark:bg-neutral-900 border-none px-3 py-3 rounded-xl focus:ring-2 focus:ring-amber-500 dark:focus:ring-[var(--sdp-taronja)] transition-all text-center font-mono font-bold tracking-wider outline-none text-neutral-800 dark:text-neutral-200
ClauerDeLaTerreta.jsx,src/components/ClauerDeLaTerreta.jsx,button,82,CSS_EXCESSIU,5,onClick disabled,w-full flex justify-center items-center gap-2 bg-amber-600 dark:bg-[var(--sdp-taronja)] text-white hover:bg-amber-700 disabled:opacity-50 disabled:grayscale py-4 rounded-xl font-black uppercase tracking-widest text-lg transition-all active:scale-95 shadow-lg
ClauerDeLaTerreta.jsx,src/components/ClauerDeLaTerreta.jsx,Tractor,87,OK,0,,animate-pulse
ClauerDeLaTerreta.jsx,src/components/ClauerDeLaTerreta.jsx,ShieldCheck,87,FANTASMA_BUIT,0,,
ClauerVisual.jsx,src/components/ClauerVisual.jsx,div,59,ESTILS_MESCLATS,11,style,clauer-contenidor
ClauerVisual.jsx,src/components/ClauerVisual.jsx,div,62,ESTILS_MESCLATS | PERILL_XSS,0,dangerouslySetInnerHTML style,empremta
ClauerVisual.jsx,src/components/ClauerVisual.jsx,h3,66,OK,1,,
ClauerVisual.jsx,src/components/ClauerVisual.jsx,p,67,OK,1,style,
ClauerVisual.jsx,src/components/ClauerVisual.jsx,div,68,ESTILS_MESCLATS,3,style,llista-paraules
ClauerVisual.jsx,src/components/ClauerVisual.jsx,div,70,OK,5,key style,
ClauerVisual.jsx,src/components/ClauerVisual.jsx,strong,71,OK,1,,
ClauerVisual.jsx,src/components/ClauerVisual.jsx,button,75,OK,1,onClick style,
ClauerVisual.jsx,src/components/ClauerVisual.jsx,div,80,OK,7,,recuperacio
ClauerVisual.jsx,src/components/ClauerVisual.jsx,h3,81,OK,1,,
ClauerVisual.jsx,src/components/ClauerVisual.jsx,p,82,OK,1,,
ClauerVisual.jsx,src/components/ClauerVisual.jsx,input,83,OK,0,type onChange accept,
ClauerVisual.jsx,src/components/ClauerVisual.jsx,div,88,ESTILS_MESCLATS,3,style,indicador-estat
Mercat.jsx,src/components/Mercat.jsx,div,21,OK,9,,max-w-4xl mx-auto py-8
Mercat.jsx,src/components/Mercat.jsx,div,22,OK,5,,flex flex-col md:flex-row justify-between items-center mb-10 gap-4
Mercat.jsx,src/components/Mercat.jsx,h1,23,OK,1,,text-4xl font-black text-slate-800
Mercat.jsx,src/components/Mercat.jsx,button,24,OK,1,onClick,bg-orange-500 hover:bg-orange-600 transition-colors text-white px-8 py-4 rounded-2xl font-black shadow-md
Mercat.jsx,src/components/Mercat.jsx,div,32,OK,3,,grid md:grid-cols-2 gap-6
Mercat.jsx,src/components/Mercat.jsx,UniversalCard,36,OK,0,key item variant onContact,
Mercat.jsx,src/components/Mercat.jsx,div,48,OK,7,,text-center py-24 bg-white rounded-3xl border border-slate-100 shadow-sm mt-8
Mercat.jsx,src/components/Mercat.jsx,div,49,OK,1,,mx-auto w-32 h-32 bg-orange-100 rounded-full flex items-center justify-center text-6xl mb-8
Mercat.jsx,src/components/Mercat.jsx,p,52,OK,1,,text-3xl font-black mb-4 text-slate-800
Mercat.jsx,src/components/Mercat.jsx,p,53,OK,1,,text-slate-500 max-w-md mx-auto
MurFeed.jsx,src/components/MurFeed.jsx,div,24,OK,1,,text-center py-12 font-medium text-slate-500
MurFeed.jsx,src/components/MurFeed.jsx,div,28,OK,7,,max-w-2xl mx-auto py-8
MurFeed.jsx,src/components/MurFeed.jsx,div,30,OK,3,,mb-10 text-center
MurFeed.jsx,src/components/MurFeed.jsx,div,31,OK,3,,inline-block bg-white p-6 rounded-3xl border-2 border-orange-400 shadow-sm
MurFeed.jsx,src/components/MurFeed.jsx,p,32,OK,1,,text-xl font-medium text-slate-800
MurFeed.jsx,src/components/MurFeed.jsx,div,36,OK,7,,space-y-6
MurFeed.jsx,src/components/MurFeed.jsx,UniversalCard,40,OK,0,key item variant onLike onComment,
MurFeed.jsx,src/components/MurFeed.jsx,div,52,OK,11,,text-center py-20 border-2 border-dashed border-orange-300 rounded-3xl bg-orange-50/50
MurFeed.jsx,src/components/MurFeed.jsx,div,53,OK,1,,text-6xl mb-6
MurFeed.jsx,src/components/MurFeed.jsx,p,54,OK,1,,text-2xl font-black mb-3 text-slate-800
MurFeed.jsx,src/components/MurFeed.jsx,p,55,OK,1,,text-slate-500
MurFeed.jsx,src/components/MurFeed.jsx,div,57,OK,1,,mt-8 text-sm text-slate-400 italic
NavigationRail.jsx,src/components/NavigationRail.jsx,span,5,WRAPPER_INUTIL,1,,
NavigationRail.jsx,src/components/NavigationRail.jsx,span,6,WRAPPER_INUTIL,1,,
NavigationRail.jsx,src/components/NavigationRail.jsx,span,7,WRAPPER_INUTIL,1,,
NavigationRail.jsx,src/components/NavigationRail.jsx,span,8,WRAPPER_INUTIL,1,,
NavigationRail.jsx,src/components/NavigationRail.jsx,HomeIcon,15,FANTASMA_BUIT,0,,
NavigationRail.jsx,src/components/NavigationRail.jsx,StoreIcon,16,FANTASMA_BUIT,0,,
NavigationRail.jsx,src/components/NavigationRail.jsx,MessageIcon,17,FANTASMA_BUIT,0,,
NavigationRail.jsx,src/components/NavigationRail.jsx,nav,21,OK,7,,hidden md:flex w-16 lg:w-64 bg-black text-white flex-col border-r border-white/10 z-10
NavigationRail.jsx,src/components/NavigationRail.jsx,div,22,OK,5,,p-4 flex items-center justify-center
NavigationRail.jsx,src/components/NavigationRail.jsx,span,24,OK,1,,font-bold text-xl text-orange-500
NavigationRail.jsx,src/components/NavigationRail.jsx,div,27,OK,3,,flex-1 px-3 py-6 space-y-2
NavigationRail.jsx,src/components/NavigationRail.jsx,NavLink,29,OK,5,key to,[Dinàmic]
NavigationRail.jsx,src/components/NavigationRail.jsx,span,38,OK,1,,font-medium hidden lg:block
NavigationRail.jsx,src/components/NavigationRail.jsx,div,44,OK,3,,p-4 border-t border-white/10
NavigationRail.jsx,src/components/NavigationRail.jsx,NavLink,45,OK,5,to,flex items-center gap-3 text-orange-400 hover:text-orange-300
NavigationRail.jsx,src/components/NavigationRail.jsx,ShieldIcon,46,FANTASMA_BUIT,0,,
NavigationRail.jsx,src/components/NavigationRail.jsx,span,46,OK,1,,hidden lg:block
NouPost.jsx,src/components/NouPost.jsx,span,11,WRAPPER_INUTIL,1,,
NouPost.jsx,src/components/NouPost.jsx,span,12,WRAPPER_INUTIL,1,,
NouPost.jsx,src/components/NouPost.jsx,span,13,WRAPPER_INUTIL,1,,
NouPost.jsx,src/components/NouPost.jsx,div,113,OK,3,,max-w-2xl mx-auto px-4 py-10
NouPost.jsx,src/components/NouPost.jsx,div,114,OK,13,,bg-white border-2 border-orange-400 rounded-3xl p-8 shadow-xl relative overflow-hidden
NouPost.jsx,src/components/NouPost.jsx,div,117,OK,3,,absolute top-0 right-0 p-4 opacity-10 pointer-events-none
NouPost.jsx,src/components/NouPost.jsx,Tractor,118,FANTASMA_BUIT,0,,
NouPost.jsx,src/components/NouPost.jsx,div,121,OK,5,,flex items-center gap-4 mb-8
NouPost.jsx,src/components/NouPost.jsx,div,122,OK,1,,w-16 h-16 bg-orange-100 rounded-2xl flex items-center justify-center text-4xl
NouPost.jsx,src/components/NouPost.jsx,div,123,OK,5,,
NouPost.jsx,src/components/NouPost.jsx,h1,124,OK,1,,text-3xl md:text-4xl font-black text-slate-800
NouPost.jsx,src/components/NouPost.jsx,p,125,OK,1,,text-slate-500
NouPost.jsx,src/components/NouPost.jsx,div,130,OK,5,,flex gap-4 mb-8
NouPost.jsx,src/components/NouPost.jsx,button,131,OK,1,type onClick,[Dinàmic]
NouPost.jsx,src/components/NouPost.jsx,button,138,OK,1,type onClick,[Dinàmic]
NouPost.jsx,src/components/NouPost.jsx,form,147,OK,13,onSubmit,space-y-8 relative z-10
NouPost.jsx,src/components/NouPost.jsx,div,148,OK,7,,
NouPost.jsx,src/components/NouPost.jsx,label,149,OK,1,,block text-sm font-black mb-2 text-slate-700
NouPost.jsx,src/components/NouPost.jsx,input,150,OK,0,type value onChange placeholder,w-full p-4 rounded-2xl border border-orange-200 focus:border-orange-500 focus:ring-2 focus:ring-orange-200 outline-none
NouPost.jsx,src/components/NouPost.jsx,p,157,OK,1,,text-red-500 text-sm mt-1
NouPost.jsx,src/components/NouPost.jsx,div,160,OK,7,,
NouPost.jsx,src/components/NouPost.jsx,label,161,OK,1,,block text-sm font-black mb-2 text-slate-700
NouPost.jsx,src/components/NouPost.jsx,textarea,162,OK,0,value onChange rows placeholder,w-full p-4 rounded-3xl border border-orange-200 focus:border-orange-500 focus:ring-2 focus:ring-orange-200 outline-none resize-y
NouPost.jsx,src/components/NouPost.jsx,p,169,OK,1,,text-red-500 text-sm mt-1
NouPost.jsx,src/components/NouPost.jsx,div,173,OK,5,,grid grid-cols-2 gap-6
NouPost.jsx,src/components/NouPost.jsx,div,174,OK,5,,
NouPost.jsx,src/components/NouPost.jsx,label,175,OK,1,,block text-sm font-black mb-2 text-slate-700
NouPost.jsx,src/components/NouPost.jsx,input,176,OK,0,type value onChange placeholder,w-full p-4 rounded-2xl border border-orange-200 outline-none focus:border-orange-500
NouPost.jsx,src/components/NouPost.jsx,div,184,OK,5,,
NouPost.jsx,src/components/NouPost.jsx,label,185,OK,1,,block text-sm font-black mb-2 text-slate-700
NouPost.jsx,src/components/NouPost.jsx,select,186,OK,9,value onChange,w-full p-4 rounded-2xl border border-orange-200 outline-none focus:border-orange-500 bg-white
NouPost.jsx,src/components/NouPost.jsx,option,191,OK,1,value,
NouPost.jsx,src/components/NouPost.jsx,option,192,OK,1,value,
NouPost.jsx,src/components/NouPost.jsx,option,193,OK,1,value,
NouPost.jsx,src/components/NouPost.jsx,option,194,OK,1,value,
NouPost.jsx,src/components/NouPost.jsx,div,201,OK,7,,
NouPost.jsx,src/components/NouPost.jsx,label,202,OK,1,,block text-sm font-black mb-3 text-slate-700
NouPost.jsx,src/components/NouPost.jsx,div,203,OK,5,,border-2 border-dashed border-orange-300 rounded-3xl p-8 text-center bg-orange-50/30 hover:bg-orange-50 transition-colors
NouPost.jsx,src/components/NouPost.jsx,input,204,OK,0,type multiple accept onChange,hidden
NouPost.jsx,src/components/NouPost.jsx,label,205,OK,5,htmlFor,cursor-pointer flex flex-col items-center
NouPost.jsx,src/components/NouPost.jsx,div,206,OK,1,,text-4xl mb-2
NouPost.jsx,src/components/NouPost.jsx,Upload,206,FANTASMA_BUIT,0,,
NouPost.jsx,src/components/NouPost.jsx,span,207,OK,1,,font-medium text-slate-600
NouPost.jsx,src/components/NouPost.jsx,div,212,OK,3,,mt-6 space-y-4
NouPost.jsx,src/components/NouPost.jsx,div,214,OK,5,key,flex items-center gap-4 bg-slate-50 p-4 rounded-2xl border border-slate-100
NouPost.jsx,src/components/NouPost.jsx,div,215,OK,5,,flex-1
NouPost.jsx,src/components/NouPost.jsx,div,216,OK,1,,text-sm truncate text-slate-700 font-medium
NouPost.jsx,src/components/NouPost.jsx,div,217,OK,3,,h-2 bg-slate-200 rounded-full overflow-hidden mt-2
NouPost.jsx,src/components/NouPost.jsx,button,225,OK,3,type onClick,text-red-500 p-2 hover:bg-red-50 rounded-lg
NouPost.jsx,src/components/NouPost.jsx,X,226,FANTASMA_BUIT,0,,
NouPost.jsx,src/components/NouPost.jsx,button,234,OK,5,type disabled,w-full py-5 bg-orange-500 hover:bg-orange-600 text-white font-black text-xl rounded-3xl transition-all disabled:opacity-70 flex items-center justify-center gap-3 shadow-md
NouPost.jsx,src/components/NouPost.jsx,Tractor,240,FANTASMA_BUIT,0,,
PwaUpdater.jsx,src/components/PwaUpdater.jsx,div,51,OK,5,aria-live style,
PwaUpdater.jsx,src/components/PwaUpdater.jsx,div,53,OK,5,style,
PwaUpdater.jsx,src/components/PwaUpdater.jsx,div,54,OK,1,style,
PwaUpdater.jsx,src/components/PwaUpdater.jsx,div,55,OK,3,style,
PwaUpdater.jsx,src/components/PwaUpdater.jsx,button,56,OK,1,onClick style,
PwaUpdater.jsx,src/components/PwaUpdater.jsx,div,61,OK,1,style,
RecuperacioDelMas.jsx,src/components/RecuperacioDelMas.jsx,style,258,OK,1,,
RecuperacioDelMas.jsx,src/components/RecuperacioDelMas.jsx,div,305,OK,3,style aria-hidden,
RecuperacioDelMas.jsx,src/components/RecuperacioDelMas.jsx,div,307,OK,0,key style,
RecuperacioDelMas.jsx,src/components/RecuperacioDelMas.jsx,div,325,OK,3,style role aria-valuenow aria-valuemax aria-label,
RecuperacioDelMas.jsx,src/components/RecuperacioDelMas.jsx,div,330,OK,0,key style aria-label,
RecuperacioDelMas.jsx,src/components/RecuperacioDelMas.jsx,div,379,OK,5,style,
RecuperacioDelMas.jsx,src/components/RecuperacioDelMas.jsx,p,380,OK,3,style,
RecuperacioDelMas.jsx,src/components/RecuperacioDelMas.jsx,div,383,OK,3,role aria-label,
